p_val	avg_logFC	pct.1	pct.2	p_val_adj	CellType	Gene
8.23E-271	-0.836428033	0.072	0.301	3.26E-266	Endo	CTSD
3.58E-270	0.663564827	0.371	0.18	1.42E-265	Endo	TNFSF10
5.40E-269	0.617044784	0.323	0.142	2.14E-264	Endo	CMIP
1.54E-268	0.444593659	0.109	0.019	6.12E-264	Endo	KIAA1244
1.74E-268	0.710355135	0.312	0.138	6.89E-264	Endo	FLNB
1.09E-265	0.557201244	0.428	0.218	4.32E-261	Endo	SDCBP
1.20E-265	-0.863861013	0.013	0.212	4.76E-261	Endo	GNA15
3.21E-264	0.532773853	0.132	0.03	1.27E-259	Endo	FAM171A1
3.59E-263	0.557753411	0.175	0.05	1.42E-258	Endo	CDC42EP2
4.03E-263	-1.48939352	0.008	0.2	1.60E-258	Endo	KRT6A
5.21E-263	0.491218199	0.169	0.046	2.07E-258	Endo	FES
6.06E-263	-1.44865178	0.028	0.23	2.40E-258	Endo	S100A8
2.65E-262	0.667333843	0.263	0.103	1.05E-257	Endo	CDC42BPA
3.60E-262	-1.48826719	0.019	0.216	1.43E-257	Endo	KRT14
8.78E-262	0.556783001	0.21	0.069	3.48E-257	Endo	CNRIP1
2.61E-261	-0.86828809	0.042	0.254	1.03E-256	Endo	MAFB
7.33E-261	0.422726456	0.106	0.019	2.91E-256	Endo	MAPK12
1.86E-260	0.584414822	0.184	0.055	7.36E-256	Endo	MPDZ
3.27E-259	-0.79790175	0.02	0.219	1.30E-254	Endo	EGFR
3.53E-259	0.684493374	0.193	0.061	1.40E-254	Endo	ARL15
4.28E-259	-1.446430883	0.019	0.214	1.70E-254	Endo	KRT5
6.81E-259	0.771717009	0.166	0.046	2.70E-254	Endo	IGF2
1.40E-258	0.542307559	0.179	0.053	5.55E-254	Endo	TBC1D9
1.93E-258	0.394179759	0.138	0.031	7.63E-254	Endo	MFNG
4.37E-258	0.671883937	0.287	0.121	1.73E-253	Endo	CPD
1.04E-255	-1.118875928	0.035	0.239	4.12E-251	Endo	C1S
1.63E-254	0.448162242	0.158	0.041	6.47E-250	Endo	PLA2G16
5.56E-254	0.53225749	0.544	0.337	2.21E-249	Endo	IER3
5.59E-254	-0.917670392	0.006	0.192	2.22E-249	Endo	CLCA2
8.78E-254	0.587980523	0.412	0.215	3.48E-249	Endo	FOXP1
3.76E-253	0.489501659	0.191	0.058	1.49E-248	Endo	ST8SIA4
4.38E-253	0.565937077	0.194	0.062	1.73E-248	Endo	AKR1C3
5.16E-251	0.613094107	0.238	0.089	2.04E-246	Endo	FNBP1L
6.74E-250	0.472363062	0.164	0.045	2.67E-245	Endo	ACSL5
6.04E-249	0.441091779	0.122	0.026	2.40E-244	Endo	RASGRP3
1.97E-248	0.286645223	0.857	0.704	7.83E-244	Endo	TMSB10
2.10E-247	0.571489383	0.273	0.109	8.34E-243	Endo	FNIP2
3.22E-247	0.620435881	0.277	0.114	1.28E-242	Endo	SULF2
3.65E-247	0.668651624	0.387	0.211	1.45E-242	Endo	PLS3
4.18E-247	0.601729567	0.436	0.241	1.66E-242	Endo	UTRN
8.94E-247	0.6107873	0.294	0.128	3.55E-242	Endo	PLSCR1
2.34E-246	-1.172710005	0.025	0.218	9.26E-242	Endo	COL6A3
3.80E-245	0.614828004	0.322	0.144	1.51E-240	Endo	ARID5A
4.59E-245	-0.809112083	0.006	0.187	1.82E-240	Endo	SPINT2
2.59E-244	0.59595601	0.411	0.226	1.03E-239	Endo	RHOC
6.08E-244	-1.392984567	0.01	0.192	2.41E-239	Endo	KRT16
9.26E-244	0.517131009	0.161	0.045	3.67E-239	Endo	TMEM204
5.76E-242	-1.058181539	0.01	0.19	2.28E-237	Endo	CLDN1
1.75E-240	-1.039601216	0.025	0.214	6.95E-236	Endo	AEBP1
1.21E-239	0.567944945	0.187	0.06	4.81E-235	Endo	FAM101B
1.41E-239	-0.855096696	0.028	0.219	5.58E-235	Endo	AHNAK2
5.72E-239	-0.943504571	0.009	0.188	2.27E-234	Endo	DSG3
9.00E-239	-1.1591827	0.004	0.179	3.57E-234	Endo	SBSN
2.03E-238	0.617312837	0.282	0.119	8.06E-234	Endo	WARS
3.93E-238	-0.919624019	0.023	0.21	1.56E-233	Endo	SLC2A1
2.49E-237	-0.889251961	0.004	0.179	9.87E-233	Endo	EHF
7.26E-237	0.575987252	0.305	0.134	2.88E-232	Endo	KLF2
9.76E-237	0.61692268	0.277	0.119	3.87E-232	Endo	PKIG
2.59E-234	-1.15498838	0.01	0.186	1.03E-229	Endo	SPINK5
4.02E-234	0.596807354	0.223	0.083	1.59E-229	Endo	CSRP2
1.71E-233	-1.083505825	0.023	0.206	6.76E-229	Endo	CTSK
1.80E-233	-1.32756737	0.03	0.216	7.16E-229	Endo	COL1A1
2.30E-232	-0.662657303	0.33	0.522	9.12E-228	Endo	FTH1
2.72E-232	-0.583168235	0.27	0.505	1.08E-227	Endo	PNRC1
9.99E-232	-0.960671859	0.005	0.177	3.96E-227	Endo	FGFBP1
2.21E-231	0.694590023	0.272	0.118	8.77E-227	Endo	MAST4
5.87E-231	-1.145476623	0.004	0.174	2.33E-226	Endo	CALML3
1.10E-230	0.382977172	0.12	0.027	4.38E-226	Endo	SNCG
1.42E-230	-0.729472207	0.027	0.213	5.64E-226	Endo	CBR1
1.48E-230	0.627044697	0.355	0.176	5.87E-226	Endo	HBEGF
3.15E-230	0.490625907	0.399	0.197	1.25E-225	Endo	IGFBP4
6.19E-230	-0.804312454	0.009	0.183	2.46E-225	Endo	PTPRF
7.11E-230	0.572222377	0.283	0.124	2.82E-225	Endo	VAMP5
1.93E-228	0.528986469	0.179	0.057	7.64E-224	Endo	GFOD1
2.42E-228	0.595228772	0.263	0.11	9.59E-224	Endo	MLLT4
8.58E-228	0.378579072	0.107	0.022	3.40E-223	Endo	TBC1D30
9.46E-228	0.507157797	0.148	0.041	3.75E-223	Endo	OSBPL10
1.85E-227	0.598638104	0.201	0.07	7.32E-223	Endo	SYNJ2
2.23E-227	0.590475344	0.239	0.095	8.86E-223	Endo	NXN
1.05E-226	-1.289454264	0.007	0.176	4.16E-222	Endo	S100A7
1.18E-226	0.430231829	0.125	0.03	4.68E-222	Endo	CMTM8
1.46E-226	-1.193262838	0.011	0.182	5.80E-222	Endo	S100A2
3.35E-226	-1.06560713	0.044	0.231	1.33E-221	Endo	LAPTM5
4.24E-226	-0.815404882	0.003	0.169	1.68E-221	Endo	PKP3
5.25E-225	0.602712627	0.372	0.196	2.08E-220	Endo	IL1R1
2.49E-224	-0.932100698	0.025	0.204	9.87E-220	Endo	PRRX1
1.94E-223	-1.200989298	0.055	0.244	7.68E-219	Endo	COL3A1
1.06E-222	-1.103070717	0.013	0.183	4.19E-218	Endo	LUM
1.06E-222	-0.930389025	0.085	0.285	4.21E-218	Endo	C1R
2.60E-222	0.641289926	0.306	0.147	1.03E-217	Endo	TJP1
8.10E-222	-0.823608392	0.016	0.19	3.21E-217	Endo	ANTXR1
2.32E-221	-0.757144756	0.126	0.335	9.21E-217	Endo	DBI
2.72E-221	0.418148802	0.212	0.073	1.08E-216	Endo	SDPR
5.47E-221	-0.901626353	0.02	0.195	2.17E-216	Endo	IFFO2
1.06E-220	0.545261771	0.284	0.125	4.22E-216	Endo	CTNNAL1
1.38E-220	0.570179607	0.17	0.054	5.46E-216	Endo	PVR
4.50E-220	0.467451661	0.153	0.043	1.78E-215	Endo	CARD8
6.86E-220	0.512034949	0.184	0.061	2.72E-215	Endo	TAOK2
7.98E-220	0.620609842	0.298	0.134	3.16E-215	Endo	RGS16
8.02E-220	-0.77405212	0.023	0.2	3.18E-215	Endo	ITGB5
2.66E-218	0.512744307	0.188	0.064	1.05E-213	Endo	FAM65A
7.05E-218	-1.056117539	0.04	0.223	2.80E-213	Endo	LCP1
8.45E-218	0.346724395	0.112	0.025	3.35E-213	Endo	PTPRN2
4.61E-217	-0.656103642	0.033	0.216	1.83E-212	Endo	SLC39A6
4.65E-217	-0.642559163	0.089	0.294	1.84E-212	Endo	ATP5G3
5.50E-217	0.350709289	0.278	0.108	2.18E-212	Endo	HLA-DRB5
8.26E-217	-1.072266687	0.009	0.172	3.27E-212	Endo	GJB2
9.57E-217	0.627557417	0.379	0.209	3.79E-212	Endo	ARRDC3
1.27E-216	0.485512636	0.15	0.043	5.04E-212	Endo	TCN2
2.85E-216	-0.971292396	0.018	0.189	1.13E-211	Endo	PCOLCE
2.86E-216	0.560782896	0.234	0.093	1.13E-211	Endo	PTPRK
3.88E-216	0.56394657	0.358	0.189	1.54E-211	Endo	RALB
1.12E-215	0.596040859	0.352	0.184	4.44E-211	Endo	PDLIM5
1.72E-215	-0.729634815	0.069	0.264	6.81E-211	Endo	DEGS1
4.56E-215	0.489020942	0.209	0.076	1.81E-210	Endo	GRK5
7.82E-215	-0.706041132	0.087	0.292	3.10E-210	Endo	ELL2
1.12E-214	0.594915121	0.345	0.181	4.42E-210	Endo	RAB13
1.22E-214	-0.759400017	0.01	0.175	4.84E-210	Endo	IMPA2
2.24E-214	-1.028147698	0.048	0.232	8.87E-210	Endo	CCDC80
6.35E-214	0.574801168	0.244	0.1	2.52E-209	Endo	APBB2
9.44E-214	0.508724966	0.169	0.055	3.74E-209	Endo	MFAP3
1.98E-213	0.527357491	0.188	0.065	7.85E-209	Endo	PPM1F
2.84E-213	0.504342326	0.185	0.063	1.13E-208	Endo	ASS1
4.31E-213	0.498143618	0.162	0.049	1.71E-208	Endo	ARHGAP26
5.36E-213	0.557974343	0.407	0.235	2.12E-208	Endo	PTPN12
1.05E-212	-0.680284471	0.053	0.242	4.15E-208	Endo	PLIN3
1.89E-212	-0.996685481	0.016	0.183	7.49E-208	Endo	COL5A2
2.52E-212	-0.855640584	0.029	0.204	9.99E-208	Endo	RASSF5
2.50E-211	0.406212827	0.118	0.028	9.91E-207	Endo	L1CAM
4.64E-211	0.571561977	0.2	0.073	1.84E-206	Endo	PPP1R3B
6.17E-211	0.632359484	0.248	0.105	2.45E-206	Endo	BMP2
7.29E-211	0.551787553	0.198	0.072	2.89E-206	Endo	AFAP1
1.79E-210	0.571144655	0.359	0.186	7.11E-206	Endo	LAMB1
1.31E-209	-0.750456451	0.005	0.163	5.18E-205	Endo	CDH1
2.75E-209	-0.986087532	0.057	0.243	1.09E-204	Endo	PTPRC
2.93E-209	-0.786561627	0.004	0.161	1.16E-204	Endo	RHOV
4.34E-209	0.529387026	0.154	0.047	1.72E-204	Endo	ZNF608
5.41E-208	0.73573992	0.259	0.114	2.15E-203	Endo	AKAP12
3.42E-207	-0.751437646	0.072	0.262	1.35E-202	Endo	TUBB2A
1.93E-206	-0.908844099	0.01	0.169	7.64E-202	Endo	THBS2
3.18E-206	-0.782266124	0.003	0.157	1.26E-201	Endo	MAL2
3.70E-206	-0.875597023	0.016	0.178	1.47E-201	Endo	TGFBI
6.83E-206	-0.689536591	0.088	0.286	2.71E-201	Endo	METRNL
4.15E-205	-0.788816725	0.083	0.277	1.64E-200	Endo	FAM107B
8.22E-205	-1.054867434	0.019	0.183	3.26E-200	Endo	CFD
1.32E-204	0.508779087	0.202	0.075	5.21E-200	Endo	KLHL5
3.47E-204	0.321486727	0.101	0.021	1.37E-199	Endo	KRT18
5.31E-204	-0.70568022	0.003	0.156	2.10E-199	Endo	CXADR
5.87E-204	-1.19983977	0.008	0.164	2.33E-199	Endo	CALML5
8.55E-203	-0.707692812	0.007	0.162	3.39E-198	Endo	NSG1
1.53E-202	0.429685999	0.125	0.032	6.08E-198	Endo	TNFAIP8L1
2.02E-202	0.429286162	0.166	0.053	8.01E-198	Endo	PDLIM3
2.06E-202	0.396447911	0.111	0.026	8.15E-198	Endo	RBMS2
4.60E-202	-0.900057889	0.013	0.172	1.82E-197	Endo	HOPX
3.79E-201	-0.774203998	0.011	0.168	1.50E-196	Endo	IRF6
8.92E-201	-0.718359807	0.011	0.168	3.54E-196	Endo	ITM2C
1.47E-200	-0.709066704	0.086	0.277	5.82E-196	Endo	TYMP
2.35E-200	0.554659807	0.428	0.266	9.32E-196	Endo	PICALM
2.46E-200	0.544779371	0.381	0.212	9.74E-196	Endo	ROCK2
1.23E-199	-0.582832649	0.2	0.409	4.89E-195	Endo	P4HB
1.32E-199	0.512395761	0.353	0.182	5.24E-195	Endo	LAMC1
8.59E-199	-0.861286411	0.017	0.175	3.41E-194	Endo	PDGFRB
9.38E-198	0.41298141	0.133	0.036	3.72E-193	Endo	AOC3
1.59E-197	-0.655010372	0.04	0.214	6.32E-193	Endo	NFIX
3.46E-197	-0.782764719	0.008	0.159	1.37E-192	Endo	CEBPA
4.55E-197	0.546811338	0.201	0.076	1.80E-192	Endo	FAM43A
1.27E-196	0.462672357	0.126	0.034	5.02E-192	Endo	STC2
2.48E-196	-0.70261275	0.039	0.21	9.84E-192	Endo	GM2A
2.53E-196	-0.755470019	0.047	0.221	1.00E-191	Endo	CYBA
3.62E-196	-0.857603214	0.021	0.182	1.44E-191	Endo	PAG1
3.82E-196	-0.62159222	0.026	0.189	1.51E-191	Endo	CHCHD10
2.94E-195	-0.964841077	0.009	0.16	1.17E-190	Endo	CSTA
3.07E-195	0.381007308	0.181	0.062	1.22E-190	Endo	MGAT4A
3.68E-195	0.582653451	0.32	0.163	1.46E-190	Endo	PARP14
1.16E-194	0.49464026	0.251	0.108	4.59E-190	Endo	TFPI
2.51E-194	0.555888099	0.251	0.112	9.95E-190	Endo	MRPL33
2.56E-194	0.522752812	0.295	0.141	1.01E-189	Endo	ZNF267
2.72E-194	0.5042912	0.21	0.082	1.08E-189	Endo	GPR56
3.25E-194	0.594954567	0.247	0.111	1.29E-189	Endo	DUSP23
3.20E-193	-0.703663652	0.048	0.221	1.27E-188	Endo	CAPG
5.05E-193	0.576388441	0.252	0.109	2.00E-188	Endo	CCL2
7.27E-193	0.436696231	0.134	0.039	2.88E-188	Endo	BCAR3
1.42E-192	0.448451894	0.541	0.347	5.61E-188	Endo	SAT1
3.21E-192	-0.578150015	0.049	0.227	1.27E-187	Endo	TMED3
7.54E-192	-0.993871674	0.015	0.168	2.99E-187	Endo	FBLN1
2.47E-191	-0.72744999	0.023	0.181	9.79E-187	Endo	PPL
5.18E-191	-0.609087987	0.01	0.16	2.05E-186	Endo	GPC1
5.26E-191	0.365046268	0.118	0.03	2.08E-186	Endo	ENPP4
9.31E-191	-0.657457785	0.004	0.149	3.69E-186	Endo	PHGDH
1.13E-190	-0.707971123	0.009	0.157	4.47E-186	Endo	LGALS7B
1.27E-190	0.5326248	0.296	0.141	5.02E-186	Endo	TGFBR3
1.30E-190	0.407135835	0.602	0.45	5.14E-186	Endo	KTN1
2.30E-190	-0.72283237	0.007	0.154	9.12E-186	Endo	KLK8
4.34E-190	-0.714967192	0.004	0.148	1.72E-185	Endo	TP63
4.77E-190	-0.68574831	0.008	0.155	1.89E-185	Endo	PVRL1
6.79E-190	-0.889934562	0.011	0.159	2.69E-185	Endo	MFAP4
7.15E-190	0.499407413	0.159	0.053	2.83E-185	Endo	EPB41L4A
8.45E-190	-0.803161961	0.027	0.188	3.35E-185	Endo	BASP1
1.41E-189	0.55159058	0.371	0.205	5.58E-185	Endo	INSIG1
3.25E-189	-0.684451624	0.041	0.209	1.29E-184	Endo	ALDH3A2
6.39E-189	-0.604954895	0.13	0.329	2.53E-184	Endo	MARCKS
9.63E-189	-0.766061841	0.031	0.192	3.82E-184	Endo	DHCR24
2.02E-188	0.375581801	0.102	0.024	8.02E-184	Endo	ALDH1A3
2.51E-188	-0.621724418	0.12	0.316	9.95E-184	Endo	PTP4A1
2.60E-188	-0.826281013	0.011	0.16	1.03E-183	Endo	LRP1
2.69E-188	-0.639891015	0.004	0.146	1.07E-183	Endo	ESRP1
3.81E-188	-0.742116002	0.008	0.153	1.51E-183	Endo	FAM46B
6.29E-188	-0.782333477	0.051	0.22	2.49E-183	Endo	TUBA4A
7.75E-188	-0.863360673	0.041	0.205	3.07E-183	Endo	GEM
1.14E-187	0.565571851	0.29	0.144	4.53E-183	Endo	SHC1
1.90E-187	-0.686180616	0.095	0.281	7.53E-183	Endo	EIF4A3
2.64E-187	-0.624195335	0.003	0.144	1.05E-182	Endo	FAM83B
4.87E-187	-0.82596184	0.037	0.198	1.93E-182	Endo	GLTP
5.79E-187	0.488743247	0.183	0.067	2.30E-182	Endo	HAPLN3
6.87E-187	-0.847794061	0.005	0.148	2.72E-182	Endo	CASP14
8.95E-187	-0.746246559	0.007	0.151	3.55E-182	Endo	ZNF750
1.02E-186	-0.691324707	0.007	0.152	4.03E-182	Endo	TMEM154
1.54E-186	-0.917982571	0.014	0.162	6.09E-182	Endo	COL12A1
1.99E-186	-0.851547196	0.007	0.151	7.88E-182	Endo	SLPI
2.15E-186	0.489774182	0.21	0.084	8.52E-182	Endo	SH3BP4
7.23E-186	0.598214996	0.251	0.115	2.87E-181	Endo	KITLG
1.00E-185	0.556963953	0.31	0.161	3.96E-181	Endo	YES1
2.00E-185	-0.712783345	0.009	0.154	7.95E-181	Endo	FAT1
3.41E-185	-0.595488717	0.005	0.146	1.35E-180	Endo	TFAP2C
5.59E-184	-0.418460159	0.41	0.612	2.21E-179	Endo	OAZ1
2.56E-183	-0.642465355	0.089	0.273	1.02E-178	Endo	PALLD
7.90E-183	-0.694408501	0.003	0.14	3.13E-178	Endo	PDZK1IP1
8.61E-182	-0.658182811	0.007	0.149	3.41E-177	Endo	NOTCH2
1.47E-181	-0.54020682	0.177	0.389	5.81E-177	Endo	PRNP
2.08E-181	-0.799728388	0.011	0.155	8.26E-177	Endo	IL1RN
3.01E-181	-0.738877921	0.016	0.164	1.19E-176	Endo	TWIST1
1.60E-180	0.429718452	0.122	0.034	6.34E-176	Endo	ARHGEF28
6.64E-180	-0.587562031	0.042	0.206	2.63E-175	Endo	TRIP6
1.88E-179	0.475280892	0.323	0.162	7.47E-175	Endo	SLFN5
2.34E-179	-1.161835799	0.004	0.14	9.29E-175	Endo	KRT6B
2.69E-179	-0.664177858	0.019	0.167	1.06E-174	Endo	LGALS3BP
7.82E-179	-0.608533037	0.012	0.155	3.10E-174	Endo	KREMEN1
7.90E-179	0.362103894	0.625	0.462	3.13E-174	Endo	DNAJA1
9.88E-179	-0.715415514	0.023	0.173	3.92E-174	Endo	PHLDA2
1.11E-178	0.505387459	0.259	0.12	4.39E-174	Endo	AKT3
1.43E-178	0.507351785	0.234	0.102	5.68E-174	Endo	CPT1A
5.48E-178	0.56633432	0.255	0.121	2.17E-173	Endo	TMEM70
8.58E-178	-0.561120923	0.005	0.143	3.40E-173	Endo	IRX3
1.54E-177	-0.504665851	0.261	0.465	6.12E-173	Endo	ALDOA
2.06E-177	-0.589398523	0.014	0.158	8.16E-173	Endo	PTGFRN
3.78E-177	0.449126164	0.235	0.102	1.50E-172	Endo	AP1S2
6.39E-177	-0.744054913	0.01	0.149	2.53E-172	Endo	MRC2
9.02E-177	0.394372874	0.101	0.025	3.58E-172	Endo	SYBU
2.33E-176	0.460744352	0.329	0.17	9.25E-172	Endo	FERMT2
3.41E-176	-0.716793326	0.011	0.151	1.35E-171	Endo	MXRA8
4.35E-176	-0.819959709	0.031	0.184	1.72E-171	Endo	CRISPLD2
4.56E-176	-0.912039128	0.014	0.156	1.81E-171	Endo	COL5A1
5.22E-176	-0.996356628	0.006	0.141	2.07E-171	Endo	DSC1
6.24E-176	-0.675100985	0.029	0.18	2.47E-171	Endo	IRS2
6.63E-176	0.376452623	0.345	0.165	2.63E-171	Endo	TNFRSF1B
7.48E-176	-0.624955212	0.011	0.152	2.97E-171	Endo	CKB
9.72E-176	-1.14708645	0.006	0.141	3.85E-171	Endo	SPRR1B
2.26E-175	0.512955561	0.41	0.255	8.96E-171	Endo	PPP3CA
3.50E-175	-0.682911049	0.016	0.16	1.39E-170	Endo	GATA3
5.48E-175	-0.680745967	0.009	0.145	2.17E-170	Endo	RAB25
1.43E-174	0.454056367	0.234	0.1	5.67E-170	Endo	NR2F2
7.15E-174	-0.984040098	0.003	0.134	2.84E-169	Endo	SERPINB4
1.68E-173	0.441412015	0.53	0.375	6.65E-169	Endo	IFI16
7.87E-172	0.5499501	0.27	0.132	3.12E-167	Endo	PPFIBP1
1.01E-171	0.444509818	0.223	0.094	4.02E-167	Endo	EBF1
1.39E-171	0.484760283	0.327	0.172	5.51E-167	Endo	FCGRT
1.90E-171	-0.567799759	0.005	0.138	7.53E-167	Endo	IRX2
2.26E-171	0.549775688	0.213	0.092	8.95E-167	Endo	LPHN2
2.36E-171	-0.843766631	0.016	0.156	9.35E-167	Endo	COL14A1
5.64E-171	-0.345524506	0.528	0.697	2.24E-166	Endo	RPL13A
6.87E-171	0.531100355	0.228	0.1	2.72E-166	Endo	CHD7
1.93E-170	0.440703055	0.176	0.066	7.67E-166	Endo	A4GALT
3.45E-170	0.51447173	0.174	0.065	1.37E-165	Endo	IFIT3
1.02E-168	-0.608901697	0.005	0.135	4.03E-164	Endo	C6orf132
1.06E-168	0.413591548	0.128	0.039	4.22E-164	Endo	RAVER2
1.15E-168	0.475655362	0.253	0.118	4.55E-164	Endo	MAP3K3
4.21E-168	0.462101649	0.12	0.035	1.67E-163	Endo	KCNJ15
4.93E-168	0.532783332	0.238	0.11	1.95E-163	Endo	MYO1E
1.88E-167	-0.570201658	0.006	0.137	7.44E-163	Endo	IL18
6.53E-167	-0.602336913	0.05	0.209	2.59E-162	Endo	FRMD6
6.56E-167	-0.771161084	0.016	0.154	2.60E-162	Endo	MXRA5
1.15E-166	0.504846205	0.197	0.081	4.55E-162	Endo	RHOU
1.22E-166	0.388910882	0.114	0.033	4.84E-162	Endo	GALNT18
3.33E-166	0.460413258	0.132	0.042	1.32E-161	Endo	CARD6
3.35E-166	0.473195311	0.192	0.077	1.33E-161	Endo	GIT1
4.12E-166	-0.718768539	0.032	0.179	1.63E-161	Endo	VEGFA
4.19E-166	-0.527538855	0.116	0.3	1.66E-161	Endo	COX6B1
4.74E-166	0.490746813	0.398	0.246	1.88E-161	Endo	CAPNS1
7.54E-166	0.524271526	0.339	0.193	2.99E-161	Endo	CD151
1.16E-165	0.507854537	0.227	0.101	4.59E-161	Endo	HDAC7
1.45E-165	-1.034904406	0.003	0.129	5.73E-161	Endo	IVL
1.55E-165	-0.59146073	0.004	0.132	6.16E-161	Endo	ST14
5.97E-165	0.489758769	0.132	0.041	2.37E-160	Endo	HEY1
1.01E-164	-0.578067407	0.005	0.132	3.98E-160	Endo	GJB3
1.25E-164	-0.793787727	0.027	0.17	4.95E-160	Endo	SLIT3
1.77E-164	0.52702831	0.117	0.035	7.01E-160	Endo	LRG1
1.78E-164	-0.736700389	0.011	0.143	7.04E-160	Endo	OLFML3
6.51E-164	0.492377922	0.202	0.084	2.58E-159	Endo	SIK2
2.50E-163	-0.813745923	0.046	0.196	9.90E-159	Endo	DUSP2
2.61E-163	-0.804351988	0.024	0.165	1.03E-158	Endo	RUNX3
3.57E-163	-0.612608718	0.009	0.14	1.41E-158	Endo	DSE
3.58E-163	0.415083304	0.162	0.059	1.42E-158	Endo	PARVB
4.94E-163	-0.538294016	0.148	0.335	1.96E-158	Endo	IRF2BP2
8.83E-163	0.441531204	0.235	0.105	3.50E-158	Endo	KIAA0040
1.14E-162	0.524202562	0.233	0.106	4.54E-158	Endo	FRYL
1.56E-162	-0.532700171	0.013	0.145	6.17E-158	Endo	TNFRSF19
1.83E-162	-0.527909149	0.009	0.138	7.26E-158	Endo	GSTA4
2.26E-162	0.36857637	0.607	0.459	8.96E-158	Endo	CDKN1A
9.18E-162	-0.683602123	0.009	0.137	3.64E-157	Endo	COL16A1
1.25E-161	0.376341814	0.108	0.03	4.96E-157	Endo	PGM5
2.00E-161	0.487009409	0.265	0.13	7.91E-157	Endo	S100A13
4.97E-161	0.527252303	0.28	0.144	1.97E-156	Endo	LAP3
5.21E-161	-0.535495207	0.007	0.134	2.07E-156	Endo	MAPK13
1.54E-160	-0.651360592	0.035	0.18	6.11E-156	Endo	SH3PXD2A
2.07E-160	-0.697695909	0.016	0.149	8.21E-156	Endo	FMOD
2.33E-160	0.43625098	0.169	0.064	9.25E-156	Endo	TENC1
2.37E-160	0.419577765	0.194	0.079	9.40E-156	Endo	SLC29A1
2.43E-160	0.592564086	0.17	0.066	9.63E-156	Endo	INSR
3.66E-160	-0.699313551	0.017	0.151	1.45E-155	Endo	MBP
5.91E-160	-0.582748382	0.006	0.132	2.34E-155	Endo	DAPL1
9.88E-160	0.450873442	0.139	0.047	3.92E-155	Endo	ZNF462
1.36E-159	0.503541341	0.369	0.225	5.39E-155	Endo	LEPROT
1.46E-159	-0.675876952	0.037	0.182	5.79E-155	Endo	HMGCS1
3.10E-159	-0.613477025	0.003	0.126	1.23E-154	Endo	EVPL
5.43E-159	-0.738003933	0.019	0.153	2.15E-154	Endo	CD97
5.78E-159	-0.874707331	0.009	0.136	2.29E-154	Endo	SFRP2
7.81E-159	-0.618766573	0.007	0.133	3.10E-154	Endo	MIR205HG
9.06E-159	-0.742350287	0.03	0.17	3.59E-154	Endo	BGN
1.27E-158	0.490807101	0.159	0.059	5.03E-154	Endo	IFI44L
2.40E-158	0.416646213	0.15	0.053	9.53E-154	Endo	SNAI1
3.63E-158	-0.541238516	0.004	0.126	1.44E-153	Endo	TFAP2A
4.10E-158	0.484704851	0.485	0.361	1.63E-153	Endo	SRP14
4.61E-158	-0.54601131	0.043	0.194	1.83E-153	Endo	CNN2
9.79E-158	0.54494256	0.195	0.084	3.88E-153	Endo	NDST1
1.18E-157	-0.558607367	0.018	0.151	4.66E-153	Endo	PLTP
1.51E-157	-0.600360921	0.016	0.149	6.00E-153	Endo	TRPS1
1.64E-157	0.447408922	0.238	0.108	6.51E-153	Endo	C1QTNF5
1.85E-157	-0.567815803	0.01	0.138	7.33E-153	Endo	MPP7
2.79E-157	-0.653490152	0.102	0.27	1.10E-152	Endo	RORA
3.17E-157	-0.62098122	0.077	0.237	1.26E-152	Endo	TOB1
8.01E-157	-0.578744706	0.036	0.18	3.17E-152	Endo	PYCARD
1.34E-156	-0.862879169	0.001	0.12	5.30E-152	Endo	SERPINB3
1.41E-156	0.477283533	0.169	0.066	5.58E-152	Endo	STXBP1
2.59E-156	0.451136593	0.386	0.225	1.03E-151	Endo	PHLDA1
6.26E-156	-0.704993205	0.017	0.148	2.48E-151	Endo	LOX
8.07E-156	-0.478366935	0.179	0.371	3.20E-151	Endo	PEBP1
2.38E-155	-0.589576088	0.096	0.261	9.45E-151	Endo	CLTB
3.13E-155	0.601094475	0.203	0.09	1.24E-150	Endo	SLC6A6
3.89E-155	-0.687368479	0.013	0.141	1.54E-150	Endo	RARRES2
7.47E-155	0.356401425	0.115	0.034	2.96E-150	Endo	PLCG2
9.09E-155	-0.517214758	0.008	0.131	3.61E-150	Endo	TSTD1
1.13E-154	0.471373565	0.245	0.118	4.49E-150	Endo	CCDC85B
3.21E-154	0.441506902	0.261	0.127	1.27E-149	Endo	IFITM1
4.72E-154	-0.691199713	0.019	0.149	1.87E-149	Endo	SYTL2
9.58E-154	-0.662511233	0.016	0.144	3.80E-149	Endo	TMEM176B
4.24E-153	-0.647299034	0.032	0.169	1.68E-148	Endo	SDC2
5.08E-153	0.467258774	0.232	0.108	2.01E-148	Endo	CNST
3.23E-152	0.445034279	0.446	0.29	1.28E-147	Endo	BAG3
4.02E-152	-0.534116037	0.196	0.371	1.59E-147	Endo	TSPO
4.45E-152	-0.636858664	0.012	0.137	1.77E-147	Endo	BCL11B
5.51E-152	-0.697947183	0.015	0.143	2.19E-147	Endo	CRYAB
6.80E-152	-0.770918402	0.028	0.162	2.70E-147	Endo	THY1
9.99E-152	-0.488990349	0.203	0.386	3.96E-147	Endo	TPI1
1.56E-151	0.483406396	0.35	0.207	6.17E-147	Endo	BNIP2
